SOLD DATE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,AGE,DAYS ON MARKET,LATITUDE,LONGITUDE
10/16/2020,5115 Old Colony Rd,Portage,MI,49024,210000,3,1.5,2279,11326,1962,59,144,42.243332,-85.5995922
10/29/2020,6032 Devon St,Portage,MI,49024,160000,4,1.5,2400,8610,1961,60,131,42.2291738,-85.6049957
10/6/2020,7026 Balfour Dr,Portage,MI,49024,145000,3,1,1088,13678,1960,61,154,42.2146758,-85.620259
11/23/2020,727 Southland Ave,Portage,MI,49024,155000,3,1.5,1472,9322,1959,62,106,42.2272106,-85.5979249
1/14/2021,2421 Holly Ave,Portage,MI,49024,175000,3,1,1560,13068,1958,63,54,42.1616304,-85.6182911
12/10/2020,4536 Chasemoor Dr,Portage,MI,49024,295060,4,3.5,2908,19600,1998,23,89,42.2429137,-85.6446311
12/4/2020,10402 Pennridge Dr,Portage,MI,49024,264050,4,2.5,1822,7547,2020,1,95,42.165764,-85.611514
1/19/2021,308 W Van Hoesen Blvd,Portage,MI,49024,129000,3,2,1176,6229,1998,23,49,42.2321164,-85.5922756
11/17/2020,6043 Peachtree St,Portage,MI,49024,158000,3,1.5,1656,7797,1957,64,112,42.2287662,-85.5983668
2/8/2021,2928 Romence Rd,Portage,MI,49024,197300,5,1.5,1624,11761,1959,62,29,42.215886,-85.6247568
11/23/2020,423 Parkland Terrace Ter,Portage,MI,49024,315000,4,2.5,2054,13000,1994,27,106,42.186706,-85.5932618
10/26/2020,10879 Poplar Bluff Ct,Portage,MI,49024,382500,5,3.5,3700,11587,2004,17,134,42.1589923,-85.6148663
12/1/2020,8109 Edmonds St,Portage,MI,49024,130000,3,1,1140,16988,1965,56,98,42.1991023,-85.5958959
12/29/2020,2284 Ashford Trl,Portage,MI,49024,285000,3,2.5,1496,10454,2015,6,70,42.1757962,-85.6160798
1/12/2021,4545 Caribou Ave,Portage,MI,49002,348500,4,3.5,2976,10019,2003,18,56,42.2046135,-85.5352713
10/21/2020,6813 Bratcher St,Portage,MI,49024,157000,3,2,1260,10454,1960,61,139,42.2180023,-85.5995721
12/31/2020,4317 Farnham Ave,Portage,MI,49002,170000,3,2,1340,8320,1963,58,68,42.2313442,-85.5373712
2/16/2021,227 Cliffwood Ave,Portage,MI,49002,240000,4,2.5,2732,14375,1970,51,21,42.1679248,-85.5872123
12/7/2020,205 Velvet Ave,Portage,MI,49002,192000,3,2,1750,18000,1957,64,92,42.1803814,-85.5879241
9/28/2020,3913 Florinda Ave,Portage,MI,49002,157000,3,1,1176,9583,1971,50,162,42.1908878,-85.5424763
1/15/2021,6236 Marlow St,Portage,MI,49024,2.00E+05,4,2,1651,9583,1961,60,53,42.226061,-85.6060803
11/10/2020,1750 Greenbriar Dr,Portage,MI,49024,240000,5,3,4200,17511,1966,55,119,42.2388486,-85.6119823
11/23/2020,6959 Anthony St,Kalamazoo,MI,49009,290000,3,2,2315,20038,1991,30,106,42.2164129,-85.6487656
10/16/2020,7648 Autumn St,Portage,MI,49002,158000,3,1.5,1092,13504,1962,59,144,42.2054678,-85.5379462
1/8/2021,7810 Elk St,Portage,MI,49002,333000,4,2.5,2794,11761,2004,17,60,42.203894,-85.5340847
9/11/2020,10800 Chancellor,Portage,MI,49002,235050,3,2.5,2060,13600,2020,1,179,42.1618269,-85.5413579
11/6/2020,2406 Sugarloaf Ave,Portage,MI,49024,160000,3,1,1164,11892,1956,65,123,42.1611437,-85.6176485
12/1/2020,10459 Pennridge Dr,Portage,MI,49024,251375,4,2.5,1822,7927,2020,1,98,42.165535,-85.610392
10/21/2020,2733 Avalon Woods Dr,Portage,MI,49024,345000,3,3,1712,13068,2005,16,139,42.1599197,-85.6212373
12/1/2020,2472 Stanley Ave,Portage,MI,49002,215000,3,3,2752,15159,1977,44,98,42.1752723,-85.5603456
12/2/2020,9105 Austin Dr,Portage,MI,49002,705000,5,3.5,2605,5663,1974,47,97,42.1848132,-85.5621548
12/4/2020,2610 Bay Side Ave,Portage,MI,49002,330000,4,2.5,2159,24394,2003,18,95,42.1735461,-85.5565259
9/18/2020,5107 S Long Lake Dr,Kalamazoo,MI,49001,223000,2,2,1200,5040,1922,99,172,42.183286,-85.528737
10/16/2020,10139 Woodlawn Dr,Portage,MI,49002,280000,2,1,784,12240,1965,56,144,42.1697841,-85.5638031
11/13/2020,10426 Pennridge Dr,Portage,MI,49024,249900,4,2.5,1830,7916,2020,1,116,42.165325,-85.611306
9/14/2020,10438 Pennridge Dr,Portage,MI,49024,238065,4,2.5,1822,6750,2020,1,176,42.165996,-85.610856
10/19/2020,10038 Roger St,Portage,MI,49002,184200,3,1,1654,20038,1955,66,141,42.1709422,-85.5763652
11/6/2020,2712 Bach Ave,Portage,MI,49024,185000,3,1.5,2578,12415,1967,54,123,42.1698743,-85.6213835
10/16/2020,803 Lakeview Dr,Portage,MI,49002,399900,2,1,1001,13896,1930,91,144,42.1819542,-85.5805536
12/7/2020,10381 Pennridge Dr,Portage,MI,49024,271325,4,2.5,2022,8552,2020,1,92,42.166025,-85.611082
2/9/2021,7817 Walcott St,Portage,MI,49024,205000,3,1.5,1985,13000,1964,57,28,42.2034205,-85.6147165
10/23/2020,7645 Wendy Ln,Portage,MI,49024,240000,4,2,2757,15000,1965,56,137,42.2055377,-85.6106999
2/18/2021,3219 Fleetwood Dr,Portage,MI,49024,250000,3,2,1473,24829,1952,69,19,42.2416014,-85.6283639
1/21/2021,5545 Roanoke St,Portage,MI,49024,160000,3,1,1550,8712,1961,60,47,42.2360844,-85.6106999
9/10/2020,7536 Dunross Dr,Portage,MI,49024,369900,5,3.5,3189,2389,1993,28,180,42.2078917,-85.6244958
1/5/2021,3732 Fleetwood Dr,Portage,MI,49024,360000,4,3.5,4002,16988,1988,33,63,42.2420285,-85.6339722
2/19/2021,10839 Poplar Bluff Ct,Portage,MI,49024,344850,4,3.5,3630,11326,2004,17,18,42.1594307,-85.6148854
11/24/2020,4785 Salzburg Cir,Portage,MI,49024,270000,5,3.5,3003,9148,2005,16,105,42.2086056,-85.6468389
12/8/2020,3007 Coachlite Ave,Portage,MI,49024,319900,4,2.5,3628,15246,1981,40,91,42.2231728,-85.6251584
12/3/2020,4770 Briarhill Dr,Portage,MI,49024,215000,4,3,2159,19428,1989,32,96,42.2351437,-85.6471399
11/25/2020,7359 Salerno Cir,Portage,MI,49024,270000,5,3.5,3144,10018,2004,17,104,42.2104364,-85.6453938
9/11/2020,4422 Westfield Ave,Portage,MI,49024,139500,3,1.5,1160,12110,1961,60,179,42.2317076,-85.6430012
9/18/2020,7621 Dunross Dr,Portage,MI,49024,423000,4,2.5,2732,15377,1922,99,172,42.2066604,-85.6239938
12/28/2020,6670 Edgefield St,Portage,MI,49024,240000,4,3,2281,28440,2001,20,71,42.2205599,-85.6394123
12/11/2020,4794 Geneva Ave,Portage,MI,49024,225000,3,2.5,2277,11326,2006,15,88,42.2117441,-85.6468991
11/23/2020,7107 Starbrook St,Portage,MI,49024,224000,4,1.5,2087,16988,1968,53,106,42.2140016,-85.6116639
12/22/2020,7632 Woodcrest St,Portage,MI,49024,230000,3,2,2290,13199,1964,57,77,42.2060137,-85.6075466
2/5/2021,4515 Farnham Ave,Portage,MI,49002,172500,3,1.5,1502,9583,1964,57,32,42.231325,-85.5350903
