Neighborhood,Address,Price,Beds,Baths,Sqft
Logan Square,"2931 N Milwaukee Ave APT 3S, Chicago, IL 60618",400000,3,2,"1,800"
Logan Square,"3029 N Elbridge Ave, Chicago, IL 60618",775000,4,4,"3,200"
Logan Square,"2606 N Kimball Ave, Chicago, IL 60647",950000,5,4,"4,700"
Logan Square,"2753 N Spaulding Ave, Chicago, IL 60647",287500,2,2,"1,050"
Logan Square,"3406 W Medill Ave # 2, Chicago, IL 60647",233500,2,1,800
Logan Square,"2544 N Ridgeway Ave, Chicago, IL 60647",420000,3,2,"1,500"
Logan Square,"3225 W Fullerton Ave # 3-NC, Chicago, IL 60647",317000,2,2,"1,400"
Logan Square,"2630 N Drake Ave, Chicago, IL 60647",650000,4,2.5,"2,400"
Logan Square,"2732 N Kimball Ave # G, Chicago, IL 60647",250000,2,2,"1,200"
Logan Square,"2532 N Linden Pl # 1, Chicago, IL 60647",655000,3,3,"2,400"
Logan Square,"2508 N Monticello Ave, Chicago, IL 60647",645000,4,3,"1,672"
Logan Square,"2309 N Kimball Ave APT 2, Chicago, IL 60647",239000,2,1,900
Logan Square,"2519 N Harding Ave, Chicago, IL 60647",327000,3,2,"1,500"
Logan Square,"2645 N Hamlin Ave, Chicago, IL 60647",619000,3,3,"2,142"
Logan Square,"2701 N Drake Ave, Chicago, IL 60647",400000,3,2,"1,420"
Logan Square,"2831 N Woodard St APT 2N, Chicago, IL 60618",202000,1,,800
Logan Square,"2932 N Milwaukee Ave UNIT 401, Chicago, IL 60618",355000,3,2,"1,800"
Logan Square,"2933 N Harding Ave, Chicago, IL 60618",440000,6,2,"1,228"
Logan Square,"2346 N Kedzie Blvd # 1, Chicago, IL 60647",323500,2,3,"1,279"
Logan Square,"2337 N Monticello Ave, Chicago, IL 60647",530000,4,3,"2,700"
Logan Square,"2545 N Hamlin Ave, Chicago, IL 60647",619000,3,1.5,968
Logan Square,"2908 N Albany Ave, IL 60618",827500,6,3,"3,600"
Logan Square,"2641 N Springfield Ave, Chicago, IL 60647",586500,5,3,"2,805"
Logan Square,"2640 N Ridgeway Ave, Chicago, IL 60647",555000,3,2,"2,142"
Logan Square,"3333 W Schubert Ave # 1, Chicago, IL 60647",325000,3,2,"1,500"
Logan Square,"3215 W Altgeld St # 1, Chicago, IL 60647",375000,3,3,"2,000"
Logan Square,"2519 N Saint Louis Ave, Chicago, IL 60647",550000,3,1.1,"1,408"
Logan Square,"2440 N Central Park Ave FLOOR 1, Chicago, IL 60647",331000,4,2,"1,936"
Logan Square,"2714 N Sawyer Ave # 2A, Chicago, IL 60647",340000,2,1,"1,275"
Logan Square,"2309 N Kimball Ave APT 3, Chicago, IL 60647",233000,2,1,"1,100"
Logan Square,"2463 N Albany Ave, Chicago, IL 60647",1100000,4,4,"3,300"
Logan Square,"2828 N Dawson Ave APT 3S, Chicago, IL 60618",450000,2,2,"1,250"
Logan Square,"3329 W Schubert Ave # 1, Chicago, IL 60647",358000,2,2,"1,466"
Logan Square,"2842 N Hamlin Ave, Chicago, IL 60618",670000,9,6,"1,957"
Logan Square,"2534 N Linden Pl # 2, Chicago, IL 60647",685000,3,3,"2,200"
Logan Square,"2743 N Troy St, Chicago, IL 60647",1170000,6,4,"2,088"
Logan Square,"3205 W George St APT 1, Chicago, IL 60618",370000,3,2,"1,200"
Logan Square,"2735 N Avers Ave, Chicago, IL 60647",738000,4,4,"3,350"
Logan Square,"3016 N Christiana Ave, Chicago, IL 60618",550000,5,2,"2,166"
Logan Square,"3333 W Schubert Ave # 1, Chicago, IL 60647",325000,3,2,"1,590"
Logan Square,"3513 W Medill Ave #1E, Chicago, IL 60647",350000,3,2,"1,800"
Logan Square,"3850 W Diversey Ave, Chicago, IL 60647",445000,9,4,"3,650"
Logan Square,"2965 N Gresham Ave, Chicago, IL 60618",800000,4,4,"3,600"
Logan Square,"2655 N Ridgeway Ave, Chicago, IL 60647",250000,4,2,"1,100"
Logan Square,"2522 N Central Park Ave # 1, Chicago, IL 60647",700000,4,2,"2,000"
Logan Square,"3515 W Medill Ave APT 3W, Chicago, IL 60647",345500,2,2,"1,300"
Logan Square,"2938 N Hamlin Ave, Chicago, IL 60618",775000,2,1,750
Logan Square,"2734 N Kimball Ave # 2, Chicago, IL 60647",300000,2,2,800
Logan Square,"2735 N Saint Louis Ave, Chicago, IL 60647",658000,6,2,"2,600"
Logan Square,"3125 W Fullerton Ave APT 204, Chicago, IL 60647",375000,3,2,"1,300"
Logan Square,"2431 N Sawyer Ave APT 1, Chicago, IL 60647",290000,2,1,"2,400"
Logan Square,"3620 W Diversey Ave # 2B, Chicago, IL 60647",438000,3,2,"1,450"
Logan Square,"2918 N Spaulding Ave, Chicago, IL 60618",344000,3,2,"1,795"
Logan Square,"3706 W Wrightwood Ave APT 1A, Chicago, IL 60647",200000,2,1,900
Logan Square,"3534 W Belden Ave, Chicago, IL 60647",520000,5,3,"2,400"
Logan Square,"3402 W Medill Ave # 2, Chicago, IL 60647",321000,2,2,"1,200"
Logan Square,"2860 N Woodard St # 2, Chicago, IL 60618",850000,4,4,"3,600"
Logan Square,"3125 W Fullerton Ave APT 517, Chicago, IL 60647",360000,2,2,"1,200"
Logan Square,"2934 N Ridgeway Ave # 2, Chicago, IL 60618",320000,2,2,"1,200"
Logan Square,"3125 W Fullerton Ave APT 410, Chicago, IL 60647",368000,2,2,"1,042"
Logan Square,"2735 N Avers Ave, Chicago, IL 60647",735000,4,4,"3,350"
Logan Square,"2443 N Kedzie Blvd # 10, Chicago, IL 60647",310000,2,2,"1,100"
Logan Square,"2537 N Sawyer Ave # 1B, Chicago, IL 60647",325000,2,2,"1,320"
Logan Square,"2740 N Kimball Ave, Chicago, IL 60647",185000,1.5,,850
Logan Square,"2850 N Christiana Ave APT 2S, Chicago, IL 60618",166000,1,,850
Logan Square,"3125 W Fullerton Ave APT 206, Chicago, IL 60647",365000,2,2,"1,400"
Logan Square,"2740 Kimball #G, Chicago, IL 60647",185000,2,,980
Logan Square,"2740 N Kimball Ave # G, Chicago, IL 60647",185000,2,,850
Logan Square,"3518 W Wolfram St # 1, Chicago, IL 60618",625000,4,3,"2,300"
Logan Square,"3010 N Spaulding Ave, Chicago, IL 60618",325000,4,1.5,975
Logan Square,"2605 N Hamlin Ave # 3, Chicago, IL 60647",207500,2,2,860
Logan Square,"2443 N Kedzie Blvd APT 1, Chicago, IL 60647",310000,2,2,"1,100"
Logan Square,"3518 W Wolfram St # 3, Chicago, IL 60618",747500,4,3,"2,200"
Logan Square,"2415 N Ridgeway Ave, Chicago, IL 60647",220000,3,1.5,"1,120"
Logan Square,"2448 N Albany Ave, Chicago, IL 60647",820000,6,3,"3,600"
Logan Square,"2914 N Spaulding Ave, Chicago, IL 60618",286000,4,2,"1,987"
Logan Square,"3030 N Elbridge Ave, Chicago, IL 60618",469250,5,3,"2,454"
Logan Square,"3852 W Wrightwood Ave # 3, Chicago, IL 60647",305000,2,2,"1,200"
Logan Square,"2433 N Hamlin Ave, Chicago, IL 60647",455000,4,3,"1,352"
Logan Square,"2928 N Hamlin Ave, Chicago, IL 60618",255000,3,2,"1,500"
Logan Square,"3012 N Spaulding Ave, Chicago, IL 60618",755000,4,4,"2,900"
Logan Square,"2520 N Ridgeway Ave, Chicago, IL 60647",373000,7,3,"1,854"
Logan Square,"2656 N Hamlin Ave APT 3N, Chicago, IL 60647",269500,2,2,"1,200"
Logan Square,"2635 N Kedzie Ave, Chicago, IL 60647",1050000,3,1.5,"2,000"
Logan Square,"2537 N Hamlin Ave # 3N, Chicago, IL 60647",335000,3,2,"1,600"
Logan Square,"2641 N Troy St, Chicago, IL 60647",1510000,7,4,"4,000"
Logan Square,"2649 N Kedzie Ave APT 4E, Chicago, IL 60647",236000,2,1,850
Logan Square,"2443 N Kedzie Blvd # 2, Chicago, IL 60647",325000,2,2,"1,200"
Logan Square,"2979 N Ridgeway Ave, Chicago, IL 60618",745000,4,4,"3,125"
Logan Square,"3518 W Wolfram St # 2, Chicago, IL 60618",685000,4,3,"2,200"
Logan Square,"2719 N Ridgeway Ave, Chicago, IL 60647",475000,7,3,"2,100"
Logan Square,"3742 W Diversey Ave, Chicago, IL 60647",456000,6,3,"3,600"
Logan Square,"2932 N Milwaukee Ave UNIT 301, Chicago, IL 60618",339000,3,2,"1,800"
Logan Square,"2845 N Central Park Ave, Chicago, IL 60618",350000,5,3,"2,800"
Logan Square,"3515 W Belden Ave, Chicago, IL 60647",530000,4,3,"3,300"
Logan Square,"2429 N Springfield Ave # 1, Chicago, IL 60647",255000,6,3,"1,432"
Logan Square,"2421 N Sawyer Ave # 2, Chicago, IL 60647",322000,2,1,"1,280"
Logan Square,"3708 W Wrightwood Ave APT 3C, Chicago, IL 60647",228000,2,1,"1,200"
Logan Square,"3540 W Wolfram, Chicago, IL 60618",810000,5,4,"3,332"
Logan Square,"2429 N Springfield Ave, Chicago, IL 60647",255000,2,1,750
Logan Square,"2421 N Sawyer Ave # 2, Chicago, IL 60647",322000,2,1,"1,300"
Logan Square,"2447 N Harding Ave, Chicago, IL 60647",550000,5,3,"3,000"
Logan Square,"2437 N Kedzie Blvd # G, Chicago, IL 60647",295000,2,2,"1,400"
Logan Square,"2634 N Lawndale Ave, Chicago, IL 60647",685000,9,3,"3,402"
Logan Square,"2618 N Spaulding Ave APT 3W, Chicago, IL 60647",225000,2,1,900
Logan Square,"2618 N Spaulding Ave APT 3W, Chicago, IL 60647",225000,2,1,974
Logan Square,"3125 W Fullerton Ave APT 502, Chicago, IL 60647",363000,2,2,"1,130"
Logan Square,"2332 N Ridgeway Ave, Chicago, IL 60647",343000,5,3,"2,200"
Logan Square,"2327 N Spaulding Ave, Chicago, IL 60647",542000,3,2,"1,529"
Logan Square,"3125 W Fullerton Ave APT 414, Chicago, IL 60647",330000,2,2,"1,400"
Logan Square,"2942 N Dawson Ave, Chicago, IL 60618",409000,3,2,"1,600"
Logan Square,"3319 George #3, Chicago, IL 60618",190000,1,,650
Logan Square,"3125 W Fullerton Ave APT 414, Chicago, IL 60647",330000,2,2,"1,400"
Logan Square,"2842 N Dawson Ave, Chicago, IL 60618",560000,4,3,"1,922"
Logan Square,"2544 N Springfield Ave # 1, Chicago, IL 60647",649000,5,4,"3,400"
Logan Square,"2853 N Pulaski Rd SUITE 2-N, Chicago, IL 60641",255000,3,2,"1,450"
Logan Square,"2441 N Kedzie Blvd APT 2, Chicago, IL 60647",270000,2,1,900
Logan Square,"2820 N Troy St, Chicago, IL 60618",502000,3,2,"1,660"
Logan Square,"2526 N Drake Ave, Chicago, IL 60647",620000,3,3,"1,600"
Logan Square,"2941 N Avers Ave, Chicago, IL 60618",489000,3,4,"2,477"
Logan Square,"2423 N St Louis Ave, Chicago, IL 60647",810000,4,4,"3,000"
Logan Square,"2331 N Kedzie Blvd APT 3W, Chicago, IL 60647",307000,2,1,"1,200"
Logan Square,"3406 W Medill Ave # 1, Chicago, IL 60647",370000,3,2,"1,400"
Logan Square,"2505 N Spaulding Ave, Chicago, IL 60647",520000,4,2.5,"1,972"
Logan Square,"3554 W Medill Ave, Chicago, IL 60647",175000,4,2,"1,200"
Logan Square,"2538 N Kedzie Blvd APT 105, Chicago, IL 60647",235000,2,1,900
Logan Square,"3406 W Medill Ave # 1, Chicago, IL 60647",369900,3,2,"1,546"
Logan Square,"2538 N Kedzie Blvd APT 105, Chicago, IL 60647",235000,1,,900
Logan Square,"2936 N Allen Ave, Chicago, IL 60618",415000,3,1,800
Logan Square,"3334 W Belden Ave APT G, Chicago, IL 60647",149000,1,,800
Logan Square,"2908 N Sawyer Ave, Chicago, IL 60618",787500,4,4,"3,300"
Logan Square,"2714 N Kedzie Ave APT 1, Chicago, IL 60647",385000,3,3,"1,400"
Logan Square,"2936 N Gresham Ave # 3, Chicago, IL 60618",260000,2,2,900
Logan Square,"2936 N Gresham Ave # 3, Chicago, IL 60618",260000,2,1,"1,000"
Logan Square,"2300 N Hamlin Ave, Chicago, IL 60647",620000,2,1,"1,000"
Logan Square,"2936 N Wisner Ave, Chicago, IL 60618",715000,4,4,"2,500"
Logan Square,"2626 N Spaulding Ave APT 1, Chicago, IL 60647",270000,2,2,"1,300"
Logan Square,"2626 N Spaulding Ave APT 1, Chicago, IL 60647",270000,2,2,"1,300"
Logan Square,"2934 N Ridgeway Ave # 2, Chicago, IL 60618",277500,2,2,"1,200"
Logan Square,"2439 N Albany Ave # 1S, Chicago, IL 60647",365000,2,1,"1,249"
Logan Square,"2931 N Gresham Ave, Chicago, IL 60618",443000,4,2,"2,200"
Logan Square,"3125 W Fullerton Ave APT 420, Chicago, IL 60647",355000,2,2,"1,200"
Logan Square,"3125 W Fullerton Ave APT 420, Chicago, IL 60647",355000,2,2,"1,200"
Logan Square,"2732 N Sawyer Ave APT 2N, Chicago, IL 60647",331500,2,2,"1,250"
Logan Square,"3515 W Medill Ave # G, Chicago, IL 60647",260000,2,2,"1,232"
Logan Square,"2732 N Sawyer Ave APT 2N, Chicago, IL 60647",331500,2,2,"1,250"
Logan Square,"2513 N Avers Ave, Chicago, IL 60647",435000,9,3,"2,578"
Logan Square,"2644 N Emmett St APT 1, Chicago, IL 60647",400000,3,3,"1,800"
Logan Square,"3014 N Albany Ave, Chicago, IL 60618",390000,3,1,"1,020"
Logan Square,"2617 N Harding Ave # 2, Chicago, IL 60647",149000,1,,700
Logan Square,"2633 N Avers Ave # 1, Chicago, IL 60647",585000,5,3,"2,800"
Logan Square,"2536 N Linden Pl, Chicago, IL 60647",765000,4,3.5,"2,160"
Logan Square,"2616 N Spaulding Ave, Chicago, IL 60647",230000,2,2,"1,200"
Logan Square,"3527 W Belden Ave # G, Chicago, IL 60647",235000,2,2,950
Logan Square,"2428 N Hamlin Ave, Chicago, IL 60647",420000,4,1,"1,566"
Logan Square,"2723 N Hamlin Ave, Chicago, IL 60647",485000,7,4,"3,473"
Logan Square,"2346 N Kedzie Blvd, Chicago, IL 60647",305000,2,2.5,"1,350"
Logan Square,"2915 N Lawndale Ave, Chicago, IL 60618",600000,8,4,872
Logan Square,"2727 N Hamlin Ave, Chicago, IL 60647",760000,9,4,950
Logan Square,"2704 N Harding Ave, Chicago, IL 60647",509000,6,3,"2,524"
Logan Square,"2827 N Christiana Ave, Chicago, IL 60618",772000,4,4,"2,066"
Logan Square,"2538 N Kedzie Blvd APT 205, Chicago, IL 60647",240000,1,,900
Logan Square,"2418 N Monticello Ave, Chicago, IL 60647",217000,2,1,996
Logan Square,"2834 Dawson #1W, Chicago, IL 60618",252000,2,2,"1,000"
Logan Square,"3519 Wolfram, Chicago, IL 60618",685000,5,3,"2,000"
Logan Square,"3519 W Wolfram St, Chicago, IL 60618",685000,4,4,"3,200"
Logan Square,"2350 N Kedzie Blvd UNIT F, Chicago, IL 60647",305000,3,3,"1,350"
Logan Square,"2538 N Kedzie Blvd APT 205, Chicago, IL 60647",240000,1,,900
Logan Square,"2656 N Central Park Ave, Chicago, IL 60647",575000,4,3,"1,200"
Logan Square,"3709 W Altgeld St APT 1, Chicago, IL 60647",237000,2,2,"1,036"
Logan Square,"3848 W Wrightwood Ave # 2, Chicago, IL 60647",292000,2,2,"1,200"
Logan Square,"2857 N Avers Ave, Chicago, IL 60618",705000,8,4,"4,200"
Logan Square,"2340 N Sawyer Ave, Chicago, IL 60647",577000,3,3,916
Logan Square,"2932 N Milwaukee Ave UNIT 201, Chicago, IL 60618",334000,3,2,"1,600"
Logan Square,"2338 N Monticello Ave, Chicago, IL 60647",575500,3,4,"1,564"
Logan Square,"3125 W Fullerton Ave APT 506, Chicago, IL 60647",348500,3,2,"1,450"
Logan Square,"2617 N Monticello Ave, Chicago, IL 60647",405500,3,2,"1,898"
Logan Square,"2503 N Monticello Ave FLOOR 1, Chicago, IL 60647",612000,3,3,"1,877"
Logan Square,"2615 N Harding Ave # 2, Chicago, IL 60647",250000,2,2,"1,000"
Logan Square,"2714 N Sawyer Ave # 1A, Chicago, IL 60647",256000,2,1,"1,250"
Logan Square,"2749 N Spaulding Ave APT GN, Chicago, IL 60647",250000,2,2,"1,200"
Logan Square,"3706 W Wrightwood Ave APT 2A, Chicago, IL 60647",250000,2,2,"1,100"
Logan Square,"3620 W Diversey Ave # 2A, Chicago, IL 60647",447500,3,2,"1,450"
Logan Square,"2933 N Spaulding Ave, Chicago, IL 60618",783000,4,4,"2,063"
Logan Square,"2539 N Saint Louis Ave, Chicago, IL 60647",589000,4,2,"1,711"
Logan Square,"3539 W Wolfram St # 2, Chicago, IL 60618",553000,4,3,"2,400"
Logan Square,"2703 N Ridgeway Ave, Chicago, IL 60647",350000,2,1,900
Logan Square,"3450 W Wrightwood Ave, Chicago, IL 60647",605000,4,2,"1,700"
Logan Square,"2743 N Saint Louis Ave, Chicago, IL 60647",400000,4,2,"1,172"
Logan Square,"3129 W Belden Ave # 2, Chicago, IL 60647",709000,4,3,"2,400"
Logan Square,"2732 N Sawyer Ave APT GN, Chicago, IL 60647",249800,2,2,"1,200"
Logan Square,"2714 N Kedzie Ave APT 1, Chicago, IL 60647",385000,3,3,"1,400"
Logan Square,"2932 N Wisner Ave, Chicago, IL 60618",360000,3,3,914
Logan Square,"2858 N Milwaukee Ave # 3, Chicago, IL 60618",499000,3,2,"1,800"
Logan Square,"3629 W Oakdale Ave, Chicago, IL 60618",525000,5,3,"2,700"
Logan Square,"2829 N Kedzie Ave, Chicago, IL 60618",584000,4,3,"2,600"
Logan Square,"2532 N Linden Pl # 2, Chicago, IL 60647",635000,3,3,"2,200"
Logan Square,"2545 N Avers Ave APT 1R, Chicago, IL 60647",273000,2,2,"1,500"
Logan Square,"2545 N Avers Ave APT 1R, Chicago, IL 60647",273000,2,2,"1,600"
Logan Square,"2836 N Springfield Ave, Chicago, IL 60618",450000,6,3,"2,700"
Logan Square,"2543 N Saint Louis Ave, Chicago, IL 60647",551000,3,3,741
Logan Square,"3852 W Wrightwood Ave # 2, Chicago, IL 60647",296000,2,2,"1,200"
Logan Square,"2432 N Bernard St, Chicago, IL 60647",680000,3,3,"2,200"
Logan Square,"2824 N Spaulding Ave, Chicago, IL 60618",874500,3,1,"1,024"
Logan Square,"2462 N Albany Ave # 2D, Chicago, IL 60647",375000,2,2,"1,760"
Logan Square,"2852 N Kedzie Ave # 2, Chicago, IL 60618",275000,2,2,"1,000"
Logan Square,"2532 N Saint Louis Ave # 1, Chicago, IL 60647",401900,3,2,"1,728"
Logan Square,"2322 N Ridgeway Ave, Chicago, IL 60647",665000,4,4,"3,200"
Logan Square,"2727 N Avers Ave, Chicago, IL 60647",365000,2,1.5,"1,600"
Logan Square,"2532 N St Louis Ave, Chicago, IL 60647",401000,4,3,"1,728"
Logan Square,"2511 N Saint Louis Ave, Chicago, IL 60647",526000,6,3,"1,140"
Logan Square,"2717 N Avers Ave, Chicago, IL 60647",420000,5,3,"1,134"
Logan Square,"2814 N Springfield Ave, Chicago, IL 60618",455500,5,3,"1,600"
Logan Square,"2906 N Sawyer Ave, Chicago, IL 60618",615000,6,2,900
Logan Square,"2856 N Albany Ave APT 1, Chicago, IL 60618",324500,2,2,"1,350"
Logan Square,"2964 N Allen Ave, Chicago, IL 60618",454000,3,2,"1,550"
Logan Square,"2414 N Spaulding Ave APT 2R, Chicago, IL 60647",305000,2,2,"1,100"
Logan Square,"3125 W Fullerton Ave APT 421, Chicago, IL 60647",425000,3,2,"1,662"
Logan Square,"3331 W Schubert Ave # 3, Chicago, IL 60647",280000,2,2,900
Logan Square,"2852 N Kedzie Ave # 2, Chicago, IL 60618",275000,2,2,"1,000"
Logan Square,"3854 W Wrightwood Ave # 1, Chicago, IL 60647",369000,3,3,"2,000"
Logan Square,"3517 W Wolfram St APT 3, Chicago, IL 60618",310000,2,1,"1,200"
Logan Square,"3147 W Wellington Ave APT 2, Chicago, IL 60618",225000,2,1,900
Logan Square,"3848 W Wrightwood Ave # 3, Chicago, IL 60647",295000,2,2,"1,350"
Logan Square,"3231 W Fullerton Ave, Chicago, IL 60647",310000,2,2,"1,400"
Logan Square,"3848 W Wrightwood Ave # 3, Chicago, IL 60647",295000,2,2,"1,350"
Logan Square,"2738 N Hamlin Ave, Chicago, IL 60647",667000,4,3,"2,000"
Logan Square,"3013 N Christiana Ave, Chicago, IL 60618",330000,5,2,924
Logan Square,"2909 N Ridgeway Ave, Chicago, IL 60618",448000,8,5,"3,900"
Logan Square,"2256 N Kimball Ave APT 2, Chicago, IL 60647",309500,2,2,"1,400"
Logan Square,"2839 N Sawyer Ave APT 1N, Chicago, IL 60618",187000,1,,800
Logan Square,"2839 N Sawyer Ave APT 1N, Chicago, IL 60618",187000,1,,800
Logan Square,"3606 W Wrightwood Ave APT 2, Chicago, IL 60647",412000,3,2,"1,500"
Logan Square,"2305 N Kimball Ave, Chicago, IL 60647",156000,1,,700
Logan Square,"3820 W Altgeld St APT 3, Chicago, IL 60647",179000,2,1,"1,000"
Logan Square,"2741 N Lawndale Ave, Chicago, IL 60647",537500,4,4,"2,805"
Logan Square,"2926 N Hamlin Ave, Chicago, IL 60618",388000,2,1,950
Logan Square,"3125 W Fullerton Ave APT 405, Chicago, IL 60647",341000,2,2,"1,100"
Logan Square,"2737 N Kimball Ave # 2, Chicago, IL 60647",230000,1,,850
Logan Square,"2840 N Dawson Ave, Chicago, IL 60618",799000,4,4,"3,000"
Logan Square,"3820 W Altgeld St APT 3, Chicago, IL 60647",179000,2,1,"1,100"
Logan Square,"2452 N Drake Ave, Chicago, IL 60647",575000,8,3,"3,950"
Logan Square,"3620 W Diversey Ave # 1A, Chicago, IL 60647",555000,4,3,"2,700"
Logan Square,"2931 N Wisner Ave, Chicago, IL 60618",435000,1,,800
Logan Square,"2652 N Ridgeway Ave, Chicago, IL 60647",585000,3,3,"2,142"
Logan Square,"2738 N Monticello Ave, Chicago, IL 60647",794000,5,3,"1,600"
Logan Square,"3740 W Wrightwood Ave APT 1, Chicago, IL 60647",320000,3,2,"1,300"
Logan Square,"3016 N Albany Ave, Chicago, IL 60618",310000,5,3,"2,995"
Logan Square,"2916 N Avers Ave, Chicago, IL 60618",500000,2,1,"1,000"
Logan Square,"2626 N Spaulding Ave APT 2, Chicago, IL 60647",301000,2,2,"1,200"
Logan Square,"3740 W Wrightwood Ave APT 1N, Chicago, IL 60647",320000,3,2,"1,300"
Logan Square,"3205 W George St, Chicago, IL 60618",229500,2,1,"1,100"
Logan Square,"3207 W George St APT 3, Chicago, IL 60618",245000,2,1,700
Logan Square,"2850 N Christiana Ave APT 3S, Chicago, IL 60618",170000,1,,600
Logan Square,"3620 W Diversey Ave # 3A, Chicago, IL 60647",479000,3,2,"1,450"
Logan Square,"2854 N Kedzie Ave # 1, Chicago, IL 60618",300000,4,3,"1,600"
Logan Square,"2642 N Troy St # 3, Chicago, IL 60647",405000,3,1,"1,300"
Logan Square,"3508 W Diversey Ave, Chicago, IL 60647",630000,6,4,"4,000"
Logan Square,"2617 N Harding Ave # 1, Chicago, IL 60647",218500,2,3,"1,100"
Logan Square,"3125 W Fullerton Ave APT 405, Chicago, IL 60647",341000,2,2,"1,100"
Logan Square,"3744 W George St APT D, Chicago, IL 60618",372000,3,3,"1,524"
Logan Square,"3744 W George St APT C, Chicago, IL 60618",414500,3,3,"1,865"
Logan Square,"3225 W Fullerton Ave APT 4NW, Chicago, IL 60647",309900,2,2,"1,400"
Logan Square,"2716 N Lawndale Ave, Chicago, IL 60647",366500,3,3,"2,014"
Logan Square,"2452 N Lawndale Ave APT 3, Chicago, IL 60647",310000,3,2,"1,085"
Logan Square,"3125 W Fullerton Ave APT 211, Chicago, IL 60647",395600,2,2,"1,200"
Logan Square,"3744 W George St APT D, Chicago, IL 60618",372000,3,3,"1,524"
Logan Square,"3744 W George St APT A, Chicago, IL 60618",400000,3,3,"2,000"
Logan Square,"3708 W Wrightwood Ave # 1-F, Chicago, IL 60647",100000,2,1,"1,600"
Logan Square,"3744 W George St APT A, Chicago, IL 60618",400000,3,3,"1,848"
Logan Square,"3436 W Drummond Pl, Chicago, IL 60647",396500,3,2,"1,292"
Logan Square,"2908 Albany, Chicago, IL 60618",565000,4,2,"1,800"
Logan Square,"2841 N Pulaski Rd APT 2S, Chicago, IL 60641",270000,3,2,"1,500"
Logan Square,"2730 N Sawyer Ave APT 2S, Chicago, IL 60647",350000,2,2,"1,100"
Logan Square,"3410 W Parker Ave # 3, Chicago, IL 60647",284000,2,1,900
Logan Square,"3606 W Wrightwood Ave APT 3, Chicago, IL 60647",400000,3,2,"1,700"
Logan Square,"3647 W Diversey Ave # 2, Chicago, IL 60647",545000,3,1,"1,500"
Logan Square,"2315 N Monticello Ave, Chicago, IL 60647",605000,4,4,"1,078"
Logan Square,"2641 N Central Park Ave, Chicago, IL 60647",675000,4,4,"3,600"
Logan Square,"2730 N Sawyer Ave APT 2S, Chicago, IL 60647",350000,2,2,"1,100"
Logan Square,"3205 W George St APT 3, Chicago, IL 60618",227500,2,1,850
Logan Square,"3606 W Wrightwood Ave # 3, Chicago, IL 60647",400000,3,2,"1,700"
Logan Square,"2940 N Spaulding Ave APT 1S, Chicago, IL 60618",346500,3,3,"2,250"
Logan Square,"3835 W Wrightwood Ave, Chicago, IL 60647",268000,2,2,"1,000"
Logan Square,"3845 W Altgeld St APT G, Chicago, IL 60647",126000,2,2,800
Logan Square,"3125 W Fullerton Ave APT 515, Chicago, IL 60647",389000,3,2,"1,450"
Logan Square,"3331 W Schubert Ave, Chicago, IL 60647",280000,2,2,"1,000"
Logan Square,"2635 N Ridgeway Ave, Chicago, IL 60647",285000,2,1,"1,080"
Logan Square,"2919 N Dawson Ave, Chicago, IL 60618",850000,3,4,"3,600"
Logan Square,"3850 W Wrightwood Ave APT 3, Chicago, IL 60647",300000,2,2,"1,200"
Logan Square,"2821 N Hamlin Ave, Chicago, IL 60618",359000,3,4,"1,843"
Logan Square,"2940 N Spaulding Ave APT 2N, Chicago, IL 60618",280000,2,2,"1,200"
Logan Square,"2523 N Monticello Ave # 1, Chicago, IL 60647",615000,4,4,"2,161"
Logan Square,"2902 N Central Park Ave APT 3S, Chicago, IL 60618",375000,3,2,"1,800"
Logan Square,"3528 W Medill Ave, Chicago, IL 60647",348000,3,2,"2,600"
Logan Square,"2524 N Harding Ave, Chicago, IL 60647",355000,6,3,"2,456"
Logan Square,"2855 N Christiana Ave APT 2, Chicago, IL 60618",180000,1,,650
Logan Square,"2448 N Springfield Ave, Chicago, IL 60647",645000,5,5,"4,500"
Logan Square,"3125 W Fullerton Ave APT 304, Chicago, IL 60647",330000,2,2,"1,100"
Logan Square,"2855 Christiana #2, Chicago, IL 60618",180000,1,,750
Logan Square,"3312 W Diversey Ave APT 3, Chicago, IL 60647",430000,3,2,"1,840"
Logan Square,"2339 N Spaulding Ave, Chicago, IL 60647",475000,5,3,"2,000"
Logan Square,"3537 W Belden Ave, Chicago, IL 60647",575000,9,4,"1,200"
Logan Square,"3017 N Christiana Ave, Chicago, IL 60618",305000,3,2,"1,584"
Logan Square,"2620 N Spaulding Ave APT 1S, Chicago, IL 60647",265000,2,1,918
Logan Square,"2339 N Drake Ave, Chicago, IL 60647",450000,3,3,"2,000"
Logan Square,"2341 N Drake Ave, Chicago, IL 60647",480000,3,3,"2,000"
Logan Square,"3917 W Belden Ave, Chicago, IL 60647",502500,4,4,"2,600"
Logan Square,"2929 N Troy St, Chicago, IL 60618",600000,4,1,"1,508"
Logan Square,"2653 N Hamlin Ave, Chicago, IL 60647",560000,3,2,"2,142"
Logan Square,"3125 W Fullerton Ave APT 208, Chicago, IL 60647",355000,2,2,"1,100"
Logan Square,"2441 N Ridgeway Ave, Chicago, IL 60647",630000,2,1,"1,200"
Logan Square,"2936 N Woodard St, Chicago, IL 60618",245000,3,1,"1,136"
